datetime,headline,sentiment
2004-12-06,Centre may form panel to take on inspector raj,0.0
2004-12-07,India to 'unshackle' Iraq policy,0.0
2004-12-08,Music maestro refuses Saraswathi award,0.5423
2004-12-09,Madras HC refuses to grant bail to Kanchi seer,0.3612
2004-12-10,Indian sensitivities in mind: Rumsfeld,0.0
2004-12-11,Keep channels open; Trai tells broadcasters,0.0
2004-12-12,M S Subbulakshmi passes away,0.0
2004-12-13,Objections considered in new Bill,0.0
2004-12-14,SP heading Kanchi probe feels the heat,0.0
2004-12-15,Manmohan cancels trip to Mauritius,-0.2263
2004-12-16,Make no mistake; it was callousness that cost lives,-0.5574
2004-12-17,BJP building case against RJD misuse,0.0
2004-12-18,India losing sight of UNSC seat bid,-0.3818
2004-12-19,The Rising: Naxalbari to now,0.0
2004-12-20,Give us the right to die with dignity,-0.296
2004-12-21,Gurudas; FM battle on floor,-0.3818
2004-12-22,IIM '04 results on Net confusing,-0.2263
2004-12-23,Assembly elections may be rescheduled,0.0
2004-12-24,PM to attend Rao's funeral,-0.3612
2004-12-25,I was framed; claims 'Booze Brigadier',0.0
2004-12-26,Go from boredom to celebration,-0.3182
2004-12-27,PM seeks donation to relief fund,0.4767
2004-12-28,Hotel tossed like a ship on stormy ocean,0.3612
2004-12-29,IAF to resume operations soon,0.0
2004-12-30,Indira Point: Chopper made just one sortie,0.0
2004-12-31,2;000 migrant labourers lost,-0.3182
2005-01-01,Lankan kids fret for parents,0.0
2005-01-02,Three moderate quakes rock Andaman and Nicobar,0.0
2005-01-03,They named their son Tsunami,0.0
2005-01-04,Quake hits off the coast of Great Nicobar,0.6249
2005-01-05,Mishap reunites 12-yr boy with family,0.0
2005-01-06,Doon School preparing to admit girls?,0.2023
2005-01-07,Rlys slap fine on RJD; BJP; LJP,0.34
2005-01-08,Naroda Patia widow dies of her burns,0.0
2005-01-09,Japan varsity for joint research on Harappa,0.0
2005-01-10,Land's lost; let the anthem alone,-0.5106
2005-01-11,BJP; JD(U) strike Bihar seat deal,-0.128
2005-01-12,Clicking porn and viewing it no legal offence,-0.4404
2005-01-13,SC: Declare class XII results by June 10,0.0
2005-01-14,India; US sign open skies deal,0.0
2005-01-15,Gutkha kings in police net over Dawood links,0.0
2005-01-16,Star studded marathon flagged off,0.0
2005-01-17,MAMC rape case sentence today,-0.6597
2005-01-18,Godhra carnage was pre-planned; insists SIT officer,0.0
2005-01-19,Terror threat to R'day chief guest,-0.7783
2005-01-20,ICHR uncovers fund-juggling history,0.0
2005-01-21,Earthquake jolts Andaman Islands,0.0
2005-01-22,Explosives seized in Mumbai; 4 held,0.0
2005-01-23,State of the Suburbs,0.0
2005-01-24,Benny Hinn winds up India trip; raises political dust,0.0
2005-01-25,Bravehearts of the real kind,0.5267
2005-01-26,More than 340 killed in temple fair stampede,-0.7402
2005-01-27,Kidnapping: It's now a rich industry in India,0.5574
2005-01-28,New Filmfare statuette on golden jubilee of awards,0.4588
2005-01-29,India way down on world green index,0.0
2005-01-30,Sonia promises to undo Chautala's wrongs,0.3818
2005-01-31,Lalu under a 'sasural' siege for tickets,0.0
2005-02-01,Major dismissed for molesting J&K girl; mother,-0.5859
2005-02-02,Stay fit; not fat; says new chief,0.3612
2005-02-03,Majority for NC in Srinagar civic polls,0.0
2005-02-04,Moderate turnout in Bihar; polling tepid in Jharkhand,0.0
2005-02-05,2 held with weapons-grade uranium,0.0
2005-02-06,Protocol beats horsepower at Wagah,0.0
2005-02-07,Six ITBP jawans killed in avalanche,-0.6705
2005-02-08,Wary of Lalu; Congress says no pact with JD(U),-0.296
2005-02-09,Risks and wrongs of AIDS vaccine,-0.2732
2005-02-10,Geelani case: SC demands report,0.0
2005-02-11,Six cops killed in Naxal attack,-0.8225
2005-02-12,Police story: Act of arrogance?,-0.5267
2005-02-13,17 ITBP jawans stuck in Chamba,-0.25
2005-02-14,NPT shows way to end nuclear threat,-0.5267
2005-02-15,Dismissed Goa CM moves SC,0.0
2005-02-16,Hung Houses for Bihar; J'khand,0.0
2005-02-17,Orphan sold for Rs 71;000 to bear child,0.0
2005-02-18,Big race in Cong for media post,0.0
2005-02-19,Moderate quake jolts Nicobar Islands,0.0
2005-02-20,Geelani seeks release of articles seized by police,0.0
2005-02-21,Kyoto pact aims to tackle global warming,0.1531
2005-02-22,No Black Label at duty-free? Ask her,-0.296
2005-02-23,Come August; VVIPs will fly in luxury jets,0.0
2005-02-24,Saregama faces court music,0.0
2005-02-25,HC allows 'Sins' to hit theatres,0.0
2005-02-26,Kalam asks MPs not to waste time,0.3252
2005-02-27,What the Dickens? Budgets get verse,0.0
2005-02-28,Paswan for President's Rule in Bihar,0.0
2005-03-01,Munda to stake claim in J'khand,0.0
2005-03-02,Why is Paswan in a dilemma?,-0.1779
2005-03-03,Infuriated NDA brings the House down,-0.6124
2005-03-04,Meet Rahul Gandhi; the satyagrahi,0.0
2005-03-05,Of Uttaranchal; its majestic peaks and valley of flowers,0.0
2005-03-06,Bus to Pak: Paperwork creates roadblocks,0.2732
2005-03-07,Livid Lalu begins Paswan-bashing,-0.5423
2005-03-08,Lord of Kashi in Patagonia,0.0
2005-03-09,Another MiG-21; another life,0.0
2005-03-10,Pall of gloom descends on UPA camp,-0.5574
2005-03-11,Judiciary; legislature at loggerheads over J'khand,0.0
2005-03-12,Sainiks ransack India Today office in Mumbai,0.0
2005-03-13,Standing tall and ready to create a racquet,0.5574
2005-03-14,Now; faster promotions in IAF; Navy too,0.0
2005-03-15,Jharkhand show of strength today,0.4939
2005-03-16,India clueless on Malaysia shocker,-0.4767
2005-03-17,Manmohan to visit US in July,0.0
2005-03-18,Tax on cash withdrawals: FM hints at rollback,0.0
2005-03-19,CPM victorious; 7 of its suggestions considered,0.0
2005-03-20,NHRC chief declines comment,0.0
2005-03-21,Petrol prices may be hiked next week,0.0
2005-03-22,Maharashtra budget shrinks all subsidies,0.0
2005-03-23,It costs just Rs 40 to kill a tiger: Scindia,-0.6908
2005-03-24,Pension Bill sent to review panel,0.0
2005-03-25,Lalu still rules Bihar; by proxy,0.0
2005-03-26,Forces seek tighter control over Indo-Nepal border traffic,0.0
2005-03-27,Thackeray's PA under cops scanner,0.0
2005-03-28,Pune girl Miss India Universe,-0.1531
2005-03-29,Naxals blow up police station in AP,0.0
2005-03-30,No tigers left in Sariska: CBI,-0.296
2005-03-31,Terri and the ethics of death,-0.5994
2005-04-01,Brown haze: Kashmir part of US?,0.0
2005-04-02,MiG-21s will fly till 2016: IAF,0.0
2005-04-03,BJP may extend outside support,0.5267
2005-04-04,Film producer's bail hearing today,0.0
2005-04-05,'Tsunami' Vivek did nothing: Jaya,0.0
2005-04-06,Growth unlikely to touch even 7%,0.3818
2005-04-07,Bus to peace will stay right on track: India,0.5423
2005-04-08,Ash is the Great Doll of China,0.6249
2005-04-09,Match-fixing: Salem bribed Azhar,0.0
2005-04-10,Made to order: Bookies doctored pitch in '96,0.0
2005-04-11,Govt to push reforms in farm sector,0.0
2005-04-12,Hurley-burly? Arun calls it quits,0.0
2005-04-13,India on phone: 100 mn and growing,0.1779
2005-04-14,Valley's 22-yr wait for first train over,0.0
2005-04-15,State of the art: Cong will SMS MPs from now,0.0
2005-04-16,It's naked ambition vs moral police,0.0
2005-04-17,Only 3% Kashmiris want to be with Pak,0.0772
2005-04-18,156 Pak fishermen freed,0.4019
2005-04-19,9/11 has changed the world and Mush,0.0
2005-04-20,Modi the hero of Sudarshan,0.5574
2005-04-21,Sanyasin getting set for sanyas?,0.0
2005-04-22,The claws are out on the catwalk,0.0
2005-04-23,Not talking to Nepal harmful for India,0.0
2005-04-24,IMA bitten by China's one-child norm,0.0
2005-04-25,No immunity; Shahabuddin raided,-0.296
2005-04-26,Can't rescue a sunk marriage: HC,-0.4023
2005-04-27,Six more members quit Sangeet Natak Akademi,0.0
2005-04-28,India backs Annan on UN reforms,-0.0516
2005-04-29,Credit policy: bank rate; CRR unchanged,0.3818
2005-04-30,Flood scam: I-T dept to probe assets of key players,-0.4588
2005-05-01,Idol dug out at Kashipur,0.0
2005-05-02,Boom time for Indian nightingales,0.0
2005-05-03,Nikahnama: Just half step forward?,0.0
2005-05-04,Now; Lalu wants to whisper to SC,0.0
2005-05-05,Crouching MPs; hidden tribals; fading Bill,0.0
2005-05-06,Media's role splits Speaker; members,0.0
2005-05-07,NDA remains unfazed by CAG report,0.0
2005-05-08,Tandon refutes charges,-0.2732
2005-05-09,Loan woes for fishermen,-0.4404
2005-05-10,Manmohan constitutes high level economic committee,0.0
2005-05-11,Bridge digital divide @ Rs 10;000,0.0
2005-05-12,BPO under fire; India feels heat,-0.34
2005-05-13,Just 24 and mother of 7 children!,0.0
2005-05-14,A year on; 90% of the promises still unkept: PM,0.3818
2005-05-15,MNCs touch the desi heart,0.0
2005-05-16,AIMPLB dismisses women's rejection of model 'nikahnama',-0.5423
2005-05-17,Sachin's Ferrari = Tipu's sword!,0.0
2005-05-18,Toys faster than supercomputers!,0.0
2005-05-19,No leniency for rapists; punishment must be proper,-0.8658
2005-05-20,China to get invite for Army exercise,0.1531
2005-05-21,IAF gets more teeth along Pak border,0.0
2005-05-22,'Jo Bole So Nihal' offends Sikhs: SGPC,-0.507
2005-05-23,Post-blasts; Sunny gets security,0.6369
2005-05-24,A revival of ISI-militant nexus?,0.0
2005-05-25,India; China looking at closer military ties,0.0
2005-05-26,11% of India's elderly are lonely,-0.3612
2005-05-27,US think-tank calls RSS terrorist; Sangh fumes,-0.7003
2005-05-28,UN Veto: New Delhi shops for US support,0.4019
2005-05-29,Bihar assembly dissolution to be challenged,-0.1027
2005-05-30,Gold notes glitter at Pune show,0.0
2005-05-31,Give and take: India going global,0.0
2005-06-01,Govt looking for Brigadier Snake,0.0
2005-06-02,WII confirms Sariska's 'bitter truth',-0.128
2005-06-03,Pranab smells a rat in Gohar's '65 war claims,-0.5994
2005-06-04,Cine stars feature in porn MMS,0.0
2005-06-05,Foreign tours with a desi touch,0.0
2005-06-06,Tiger booked for 'hunting' deer,0.0
2005-06-07,Tech seats in colleges slashed by 38;000,-0.2263
2005-06-08,Rape: Guwahati court sets example,-0.6908
2005-06-09,If that's Hawara; who's this?,0.0
2005-06-10,Sahara chief is hale and hearty,0.0
2005-06-11,Bringing home the Siberian crane,0.0
2005-06-12,A-I Boeing deal referred to CVC,0.0
2005-06-13,These kids crack JEE; face dark future,0.0
2005-06-14,16 dead; 100 hurt in J-K blast,-0.8271
2005-06-15,Tiger's disputed trophies found,-0.34
2005-06-16,Is another Kargil building up?,0.0
2005-06-17,These Goddamn Indians are so treacherous,-0.4767
2005-06-18,'You Honour'; you could be probed,0.0
2005-06-19,Men increasingly take on nursing,0.0
2005-06-20,TV actor Rajeshwari threatened,-0.4588
2005-06-21,BJP's new hobby: reading Jinnah,0.0
2005-06-22,Israeli woman found dead in Delhi,-0.6486
2005-06-23,US varsity checks Mumbai Martians,0.0
2005-06-24,D-drama: Dawood aide has cops getting after cops,0.0
2005-06-25,'Red army' from Nepal repelled,0.0
2005-06-26,Times now Masthead of the World,0.0
2005-06-27,Delhi maps entire India wrongly,0.0
2005-06-28,Sun 'promised' job to BPO staffer,0.0
2005-06-29,RBI may reduce credit card woes,-0.0772
2005-06-30,So; who is the Indian invitee to D-wedding?,0.0
2005-07-01,Indians pay Rs 21;068 cr per year as bribe,-0.296
2005-07-02,The only cellphone called for help,0.4019
2005-07-03,Dons' rivalry to mark the wedding,0.0
2005-07-04,Uzbek held in prostitution case,0.0
2005-07-05,Schools corner biggest share of bribe money,0.1027
2005-07-06,Heroes of Dec 13 prove mettle again,0.5106
2005-07-07,Battlefield to B-school: Soldiering on at IIM,-0.3818
2005-07-08,Chinese intruders held in Pithoragarh,0.0
2005-07-09,IAF wants access to AWACS,0.0
2005-07-10,Foetal blow: Murder in Karnataka,-0.7003
2005-07-11,Global tender for 'spyplanes' soon,0.0
2005-07-12,Couple treks 100 km to safety,0.4215
2005-07-13,SC makes it easy to oust illegal immigrants,-0.1779
2005-07-14,5-yr-old raped in VHP premises,-0.6808
2005-07-15,Leopard rescued from well,0.5994
2005-07-16,LeT was behind Ayodhya attack,-0.4767
2005-07-17,LoC hots up: 40 killed in 7 days,-0.6705
2005-07-18,Nurse it: Green Card in one year,0.0
2005-07-19,SC: No more cacophony at night,-0.296
2005-07-20,Science: Numbers don't add up,0.0
2005-07-21,Oil nexus: 'Insiders' may be involved,0.0
2005-07-22,Love marriages are hated in Modi's Gujarat,0.0
2005-07-23,Modi's Gujarat worships Hitler,0.34
2005-07-24,Dawood's daughter ties the knot amidst secrecy,0.0
2005-07-25,Femina girl crowned Miss Tourism,-0.1531
2005-07-26,Vajpayee and Dr Singh: United in States,0.4215
2005-07-27,Cellphones jam when needed most,0.0
2005-07-28,A hi-tech but powerless Gurgaon,-0.6486
2005-07-29,Mumbai limps back to normalcy; toll crosses 800,0.0
2005-07-30,Dawood was at his daughter's marriage,0.0
2005-07-31,Mumbai's biggest landlords,0.0
2005-08-01,Theft in Navy war room sparks probe,-0.5994
2005-08-02,Mumbai is still in deep water,0.0
2005-08-03,Provogue director held for drug links,0.0
2005-08-04,PM firm on Nuke pact,0.0
2005-08-05,CM in sex scandal; babus see red,-0.4404
2005-08-06,G4's death a big blow for India,-0.5994
2005-08-07,Bachchan twice as cool in KBC2,0.3182
2005-08-08,It's boom time for exporters,0.0
2005-08-09,15 rescued from NHPC tunnel after 19 hours,0.4215
2005-08-10,Algebra is out; perfect 10 is in,0.5719
2005-08-11,Delhi cops arrest four; warn of terrorist threat,-0.8979
2005-08-12,Just one teacher for 28 subjects!,0.0
2005-08-13,No quota in private colleges: SC,-0.296
2005-08-14,It's cool to be patriotic: GenNow,0.3182
2005-08-15,Hijacked plane can be shot down,0.0
2005-08-16,Britain ordered Netaji's killing claims scholar,-0.6597
2005-08-17,Dalit woman not allowed to hoist national flag,0.0
2005-08-18,House misled over turban ban in France,-0.5574
2005-08-19,IAF in 'dogfight' with Army over helicopters,0.0
2005-08-20,Dalit girl crosses the hurdle,0.0
2005-08-21,Here everyone has an email ID,0.0
2005-08-22,Gurjars demand reservation in ST category,-0.128
2005-08-23,Tricolour coming closer to you,0.0
2005-08-24,Romeos control those itches!,0.0
2005-08-25,Vioxx's Indian make still on sale,0.0
2005-08-26,Private players lure IAF pilots,0.0
2005-08-27,India; China at loggerheads,0.0
2005-08-28,Reliance plans big buy; eyes slot in petro top 5,0.2023
2005-08-29,Building collapses in Mumbai; 5 killed,-0.7717
2005-08-30,Designers propose Pierre Cardin deposes,0.0
2005-08-31,Make up for child's sake: judge,0.0
2005-09-01,Harley-Davidson has Indian plans,0.0
2005-09-02,Moderate quake hits Sumatra,0.0
2005-09-03,Cocaine peddler caught in Delhi's Olive Bar,0.0
2005-09-04,Clash in Akola district; 10 injured,-0.4019
2005-09-05,PM-Hurriyat talks expected to cut the ice,-0.2732
2005-09-06,'Records Ramesh' at it once again,0.0
2005-09-07,Flying high: PM to get 'Air Force One',0.0
2005-09-08,Forget US; EU beckons Indian students,-0.2263
2005-09-09,India doing nuclear shopping,0.0
2005-09-10,Musk deer too going Sariska tigers' way,0.0
2005-09-11,Happy holiday: Giving aid as they travel,0.8316
2005-09-12,'The Rising': UK historians raise eyebrows,0.0
2005-09-13,Scorpene Ahoy!,0.0
2005-09-14,Quake jolts Nicobar Islands,0.0
2005-09-15,Actor Vijayakanth launches own party,0.4019
2005-09-16,I was asked to step down: Sourav,0.0
2005-09-17,Did Ganguly misunderstand Greg?,-0.3612
2005-09-18,India lodges protest with Dhaka,-0.25
2005-09-19,Goswami in new scam,-0.5719
2005-09-20,Now; pay through your mobile,-0.1027
2005-09-21,SC lays down norms for grant of bail,0.3612
2005-09-22,CAT weeds out ineligible candidates,0.0
2005-09-23,Jaish militant held in Kashmir,0.0
2005-09-24,Infosys airlifts staff to safety,0.4215
2005-09-25,India toes US line; dumps Iran,-0.4019
2005-09-26,Unveiled: Pak army at it again!,0.0
2005-09-27,Google software exposes IAF bases,-0.128
2005-09-28,Slip of tongue brings Bofors to Bihar,0.0
2005-09-29,Countrywide strike; flights cancelled,-0.3612
2005-09-30,CPM: Govt will have to undo Iran damage,-0.4939
2005-10-01,Ragas keep heart troubles at bay,-0.4588
2005-10-02,IAF to seek combat aircraft deal soon,-0.34
2005-10-03,BJP wants a white paper on KGB row,0.0
2005-10-04,Now; Atal too accused of 'foreign links',-0.296
2005-10-05,SPG wanted PM to cut short visit,-0.2732
2005-10-06,For girls; marriages at 15 are legal: HC,0.128
2005-10-07,Probe ordered into attack on Prasad,-0.4767
2005-10-08,Businessman kills daughter for 'honour',-0.5423
2005-10-09,Wiz kids as New Age CEOs,0.0
2005-10-10,No holiday for Big B on b'day!,0.2003
2005-10-11,Singhania to write autobiography,0.0
2005-10-12,Bollywood couples at cut rates,-0.2732
2005-10-13,Fresh tremor rocks J&K; Pakistan,0.3182
2005-10-14,NDA leaders take 'oust PM' cry to Prez,-0.4767
2005-10-15,3 states sign agreement for highway upgradation,0.4939
2005-10-16,India tries hard to dodge Iran dilemma,-0.2732
2005-10-17,Delhi Marathon: United we run,0.4215
2005-10-18,Uneasy calm in Mau; panel to probe rioting,-0.0772
2005-10-19,MLA Talks To Media; Cops have no idea,-0.296
2005-10-20,PMO dodges BJP challenge,0.0772
2005-10-21,Another conversion wave on the cards,0.0
2005-10-22,Purdah's veiled attack on fashion!,-0.5255
2005-10-23,5 relief points to open on LoC,0.4767
2005-10-24,RSS draws Lakshman rekha for the BJP,0.0
2005-10-25,Bangalore turns into waterworld,0.0
2005-10-26,Cong workers in Kashmir revolt against Mufti,0.0
